"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore"
"135",31,"LAL","Ruben Patterson",10,649,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,"0.7",10.8,1739,1.157,0.384,1.797,820,0.791463414634146,"F",3.44644249458701
"136",32,"SEA","Rashard Lewis",16,1049,0.452,0.386,0.805,32,14.9,5.2,1.7,90.9,0.13,"1.9",33.1,1740,1.063,0.516,1.503,1312,0.799542682926829,"F",4.5507088687344
"137",33,"SEA","Jelani McCoy",8,260,0.539,0,0.49,14.7,4.6,3.5,0.5,5.1,0.064,"-2.9",-0.9,1741,0.288,0.742,0.942,656,0.396341463414634,"F",1.51365410076322
"138",34,"CHI","Shammond Williams",7,325,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079,"-0.7",1.7,1742,0.603,0.043,1.018,574,0.566202090592335,"G",2.90212617023408
"139",35,"DAL","Bruno Sundov",7,102,0.356,0.208,0.526,5.1,1.7,1,0.2,-0.7,-0.062,"-8.9",-0.9,1743,0.147,0.137,0.294,574,0.177700348432056,"C",0.443402837505081
"140",36,"SAC","Jerome James",9,358,0.485,0,0.617,13.3,4.3,3.1,0.3,2.9,0.029,"-4.9",-3.5,1744,0.257,1.073,1.126,738,0.485094850948509,"C",1.08867863414763
"141",39,"MIL","Rafer Alston",11,671,0.383,0.354,0.729,28.9,10.1,2.8,4.8,32.9,0.081,"0",9.6,1747,1.212,0.156,1.781,902,0.74390243902439,"G",5.16651778669007
"142",41,"HOU","Cuttino Mobley",11,747,0.433,0.378,0.835,37,16,3.9,2.7,52.2,0.091,"-0.1",12.9,1749,1.175,0.419,2.035,902,0.828159645232816,"G",7.12869023337179
"143",43,"WAS","Jahidi White",7,334,0.51,0,0.534,17.7,5.9,5.8,0.2,10.4,0.085,"-3.2",-1.8,1751,0.356,1.063,1.189,574,0.581881533101045,"C",1.60140266440552
"144",44,"NYK","Sean Marks",11,230,0.448,0.2,0.665,9.9,2.8,2.2,0.2,2.6,0.055,"-5",-1.7,1752,0.143,0.378,0.504,902,0.254988913525499,"F",0.868762032147982
"145",52,"SAS","Derrick Dial",4,82,0.372,0.19,0.672,8.4,3.1,1.6,0.8,0.6,0.045,"-2.2",0,1760,0.256,0.134,0.427,328,0.25,"G",1.5951420971436
"146",53,"DAL","Greg Buckner",10,570,0.45,0.334,0.757,19.1,5,2.8,1.3,20.9,0.092,"-0.9",3,1761,0.796,0.195,0.691,820,0.695121951219512,"G",2.63128705226369
"147",54,"DEN","Tremaine Fowlkes",4,103,0.409,0.2,0.791,12,2.9,2.2,0.5,2.1,0.08,"-2",0,1762,0.456,0.058,0.485,328,0.314024390243902,"F",0.969293798106059
"148",55,"DEN","Ryan Bowen",10,507,0.456,0.206,0.693,12.8,2.6,2.1,0.5,12.4,0.092,"-0.8",2,1763,0.641,0.272,0.331,820,0.618292682926829,"F",0.935608566969002
"149",58,"CHI","Maceo Baston",4,105,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134,"-1.2",0.2,1766,0.229,0.41,0.514,328,0.320121951219512,"F",0.813414606981792
"150",1,"CHI","Elton Brand",17,1058,0.5,0.095,0.736,33,15.9,8.5,2.1,109.6,0.151,"2.2",37.3,1882,0.888,1.728,1.947,1394,0.75896700143472,"F",5.24928713848252
"151",2,"VAN","Steve Francis",9,576,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12,"2.2",22.7,1883,1.469,0.387,3.524,738,0.780487804878049,"G",8.80213498975547
"152",3,"CHH","Baron Davis",13,835,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,"2.6",33.1,1884,1.832,0.431,2.764,1066,0.783302063789869,"G",8.03055310410285
"153",4,"LAC","Lamar Odom",14,961,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115,"1.9",31.4,1885,0.882,0.928,2.344,1148,0.837108013937282,"F",5.09133045536146
"154",5,"TOR","Jonathan Bender",8,262,0.417,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047,"-2.6",-0.6,1886,0.164,0.645,0.985,656,0.399390243902439,"F",1.68376988101644
"155",6,"MIN","Wally Szczerbiak",10,651,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,"0.7",13.6,1887,0.596,0.246,1.49,820,0.79390243902439,"G",6.35305281892296
"156",7,"WAS","Richard Hamilton",14,921,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,"-0.2",13.2,1888,0.775,0.142,2.147,1148,0.802264808362369,"G",7.47282160104394
"157",8,"CLE","Andre Miller",17,1304,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,"1.3",33.4,1889,1.186,0.174,2.393,1394,0.935437589670014,"G",6.50638815432275
"158",9,"PHO","Shawn Marion",16,1163,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,"2.7",47.6,1890,1.512,1.06,1.505,1312,0.886432926829268,"G",7.58582123277764
"159",10,"ATL","Jason Terry",19,1410,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102,0.116,"1.5",37.4,1891,1.137,0.195,1.713,1558,0.905006418485237,"G",6.09977650992118
"160",11,"CLE","Trajan Langdon",3,119,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,"-1.1",0.4,1892,0.471,0.118,0.824,246,0.483739837398374,"G",2.50194664150128
"161",13,"SEA","Corey Maggette",14,827,0.453,0.324,0.822,28.2,16,4.9,2.1,62.2,0.128,"0.3",13.3,1894,0.713,0.168,2.266,1148,0.720383275261324,"F",4.85057699746422
"162",14,"MIN","William Avery",3,142,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034,"-5.6",-1.1,1895,0.239,0.042,0.746,246,0.577235772357724,"G",1.40805365962687
"163",16,"CHI","Metta World Peace",17,991,0.414,0.339,0.715,31.7,13.2,4.5,2.7,61.1,0.093,"1.2",25.4,1897,1.737,0.527,1.807,1394,0.71090387374462,"F",4.45058432997617
"164",17,"ATL","Cal Bowdler",3,142,0.404,0.182,0.768,9.7,3,1.9,0.2,1.8,0.061,"-3.2",-0.4,1898,0.296,0.317,0.303,246,0.577235772357724,"F",0.917271720592666
"165",18,"DEN","James Posey",12,864,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,"0.3",13.7,1899,1.061,0.345,1.135,984,0.878048780487805,"F",2.92954834237352
"166",19,"UTA","Quincy Lewis",4,159,0.397,0.333,0.71,11.7,3.6,1.3,0.6,0.8,0.02,"-4.9",-1.4,1900,0.371,0.226,0.616,328,0.484756097560976,"G",1.71518851216111
"167",20,"ATL","Dion Glover",6,294,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045,"-1.8",0.3,1901,0.793,0.221,1.259,492,0.597560975609756,"G",3.88067491173895
"168",21,"GSW","Jeff Foster",13,764,0.497,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145,"-0.4",6.3,1902,0.664,0.403,0.802,1066,0.716697936210131,"F",1.89499468757845
"169",22,"HOU","Kenny Thomas",11,632,0.465,0.244,0.699,27.4,9.3,6.9,1.5,31.2,0.086,"-1.3",3.1,1903,0.834,0.437,1.668,902,0.700665188470067,"F",3.14113147310035
"170",23,"LAL","Devean George",11,630,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075,"-1.5",1.4,1904,0.692,0.365,0.71,902,0.698447893569845,"F",1.86786579398105
"171",24,"UTA","Andrei Kirilenko",13,797,0.474,0.31,0.754,30,11.8,5.5,2.7,75.4,0.151,"4.9",41.7,1905,1.376,1.833,1.905,1066,0.74765478424015,"F",4.3126490719641
"172",25,"MIA","Tim James",3,43,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0,-0.003,"-7",-0.3,1906,0.047,0.209,0.302,246,0.17479674796748,"F",0.550149302167712
"173",26,"IND","Vonteego Cummings",3,199,0.383,0.321,0.726,19,6.9,1.9,2.7,2.2,0.028,"-2.4",-0.3,1907,0.884,0.161,1.302,246,0.808943089430894,"G",3.43563799976816
"174",27,"ATL","Jumaine Jones",8,471,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,"-1.2",2.1,1908,0.652,0.306,0.824,656,0.717987804878049,"F",2.28220956859557
"175",28,"UTA","Scott Padgett",8,448,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,"-0.4",2.3,1909,0.406,0.192,0.565,656,0.682926829268293,"F",1.41339178029022
"176",32,"CHI","Michael Ruffin",9,414,0.407,0,0.459,14.4,1.7,3.9,0.6,6.8,0.055,"-3.3",-2,1913,0.481,0.466,0.659,738,0.560975609756098,"F",0.847035706838641
"177",34,"NJN","Evan Eschmeyer",4,153,0.463,0,0.621,14,2.8,3.9,0.5,4,0.09,"-3",-0.5,1915,0.451,0.621,0.627,328,0.466463414634146,"C",1.05290240561781
"178",35,"WAS","Calvin Booth",10,366,0.451,0.222,0.748,12.2,3.3,2.8,0.4,8,0.086,"-1.8",0.3,1916,0.276,0.978,0.492,820,0.446341463414634,"C",1.02622842384562
"179",36,"DAL","Wang Zhizhi",5,137,0.417,0.385,0.735,9.2,4.4,1.7,0.3,2.1,0.078,"-1.6",0.1,NA,0.182,0.255,0.496,410,0.334146341463415,"C",0.971596875386351
"180",37,"VAN","Obinna Ekezie",4,143,0.423,0,0.72,10.6,3.6,2.7,0.2,1.7,0.054,"-5.4",-1.3,1918,0.266,0.189,0.664,328,0.435975609756098,"F",1.05795833571484
"181",38,"ORL","Laron Profit",4,135,0.419,0.236,0.712,11.4,3.3,1.5,1.2,0.7,0.021,"-2.1",0,1919,0.519,0.185,0.859,328,0.411585365853659,"G",1.7470454383744
"182",40,"DAL","Gordan Giricek",6,384,0.442,0.368,0.823,23,9.6,2.5,1.5,8,0.044,"-2.5",-1.1,1921,0.578,0.122,1.346,492,0.780487804878049,"G",4.27282548683087
"183",41,"DEN","Francisco Elson",9,472,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,"-2.7",-1.3,1922,0.483,0.54,0.752,738,0.639566395663957,"C",1.16810299534126
"184",43,"CHH","Lee Nailon",6,306,0.474,0.111,0.786,19,8.6,3.1,1,8,0.066,"-2",0,1924,0.435,0.173,1.046,492,0.621951219512195,"F",2.60247977891348
"185",47,"PHI","Todd MacCulloch",4,223,0.541,0,0.642,15.4,6.1,4,0.5,11.9,0.166,"0.3",2,1928,0.274,0.794,0.691,328,0.679878048780488,"C",1.59504110662301
"186",53,"MIA","Rodney Buford",5,230,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,"-3.8",-1.9,1934,0.5,0.135,0.609,410,0.560975609756098,"F",1.98349437545024
"187",57,"SAS","Manu Ginobili",16,1057,0.447,0.369,0.827,25.4,13.3,3.5,3.8,106.4,0.19,"5",47.6,1938,1.317,0.302,2.002,1312,0.805640243902439,"G",6.28083139189034
"188",1,"NJN","Kenyon Martin",15,757,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48,0.1,"0.1",12.1,2030,1.18,1.141,1.741,1230,0.615447154471545,"F",4.12139138520577
"189",2,"VAN","Stromile Swift",9,547,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,"-1.6",1.1,2031,0.647,1.249,1.261,738,0.741192411924119,"F",2.54566010168006
"190",3,"LAC","Darius Miles",7,446,0.472,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,"-1",3,2032,0.861,1.11,2,574,0.777003484320557,"F",3.44959826068651
"191",4,"CHI","Marcus Fizer",6,289,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,"-3.7",-2.6,2033,0.464,0.28,1.481,492,0.58739837398374,"F",2.97956556870936
"192",5,"ORL","Mike Miller",17,1032,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,"0.8",19.8,2034,0.555,0.222,1.513,1394,0.740315638450502,"G",5.14268825266356
"193",6,"ATL","DerMarr Johnson",7,344,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,"-1.6",0.6,2035,0.576,0.433,1.015,574,0.599303135888502,"F",1.94527412323663
"194",7,"CHI","Chris Mihm",8,436,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,"-3.9",-4.3,2036,0.294,1.018,1.227,656,0.664634146341463,"C",1.90188113826232
"195",8,"CLE","Jamal Crawford",20,1327,0.41,0.348,0.862,29.4,14.6,2.2,3.4,60.7,0.075,"-0.1",18.4,2037,0.888,0.204,1.866,1640,0.809146341463415,"G",6.42804964941935
"196",9,"HOU","Joel Przybilla",13,592,0.552,0,0.557,19.8,3.9,6.2,0.4,23,0.094,"-1.7",0.8,2038,0.265,1.412,0.97,1066,0.555347091932458,"C",1.47569613622909
"197",10,"ORL","Keyon Dooling",13,728,0.416,0.349,0.799,19.4,7,1.3,2.2,18.5,0.063,"-2",-0.2,2039,0.636,0.103,1.103,1066,0.682926829268293,"G",3.25887343313822
"198",11,"BOS","Jerome Moiso",5,145,0.489,0,0.593,9.6,2.7,2.7,0.3,2.1,0.074,"-2.9",-0.3,2040,0.31,0.469,0.717,410,0.353658536585366,"F",0.90313844203128
"199",12,"DAL","Etan Thomas",9,409,0.513,0,0.603,17.3,5.7,4.7,0.4,14.9,0.101,"-2.1",-0.2,2041,0.313,1.044,0.941,738,0.55420054200542,"C",1.55568212352308
"200",13,"ORL","Courtney Alexander",3,187,0.422,0.339,0.813,21.7,9,2.2,1.2,4.1,0.048,"-3.7",-1.7,2042,0.594,0.096,1.086,246,0.760162601626016,"G",3.94523803937449
"201",14,"DET","Mateen Cleaves",6,167,0.389,0.267,0.728,11.2,3.6,1,1.9,-0.8,-0.021,"-5.6",-1.7,2043,0.401,0.03,1.204,492,0.339430894308943,"G",1.87988676280393
"202",15,"MIL","Jason Collier",5,151,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,"-5.4",-1.9,2044,0.238,0.212,0.795,410,0.368292682926829,"C",1.2475481628516
"203",16,"SAC","Hedo Turkoglu",15,997,0.426,0.384,0.784,26.8,11.1,4,2.8,63.3,0.114,"0.9",19.6,2045,0.752,0.3,1.583,1230,0.810569105691057,"F",3.94833788948497
"204",17,"SEA","Desmond Mason",10,643,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,"-2.4",-2.1,2046,0.686,0.358,1.605,820,0.784146341463415,"G",5.56134523063395
"205",18,"LAC","Quentin Richardson",13,783,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,"-0.4",8.5,2047,0.775,0.189,1.109,1066,0.734521575984991,"F",3.30181645583558
"206",19,"CHH","Jamaal Magloire",12,680,0.48,0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,"-2.9",-3.1,2048,0.329,0.887,1.468,984,0.691056910569106,"C",1.97501863805194
"207",20,"PHI","Speedy Claxton",7,334,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,"-0.3",3.6,2049,1.506,0.12,1.737,574,0.581881533101045,"G",4.72804452983812
"208",21,"TOR","Morris Peterson",11,711,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,"-0.4",7.6,2050,0.899,0.191,1.007,902,0.788248337028825,"G",4.86977014437473
"209",22,"NYK","Donnell Harvey",5,205,0.46,0.1,0.659,16.2,5.6,4,0.8,4.7,0.069,"-2.6",-0.5,2051,0.473,0.39,1.02,410,0.5,"F",1.8514353910341
"210",23,"UTA","DeShawn Stevenson",13,824,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,"-2.7",-3.5,2052,0.513,0.163,0.988,1066,0.772983114446529,"F",2.4498092640349
"211",24,"CHI","Dalibor Bagaric",3,95,0.361,0,0.559,10.2,2.6,2.5,0.4,-0.9,-0.043,"-7.9",-1.5,2053,0.305,0.453,0.758,246,0.386178861788618,"C",0.783953241932629
"212",25,"PHO","Jake Tsakalidis",7,315,0.49,0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,"-3.1",-1.4,2054,0.232,0.708,0.851,574,0.548780487804878,"C",1.26694926121097
"213",26,"DEN","Mamadou N'Diaye",5,69,0.427,0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,"-4.2",-0.5,NA,0.246,0.928,0.58,410,0.168292682926829,"C",1.0174431408241
"214",27,"IND","Primoz Brezec",8,342,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,"-3.1",-1.7,2056,0.202,0.392,0.801,656,0.521341463414634,"C",1.70225129975702
"215",29,"LAL","Mark Madsen",9,453,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,"-4.1",-2.9,2058,0.256,0.225,0.455,738,0.613821138211382,"F",0.815241873259271
"216",30,"LAC","Marko Jaric",7,447,0.404,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052,"-0.7",3.8,2060,1.304,0.286,1.584,574,0.778745644599303,"G",3.84851611950859
"217",31,"DAL","Dan Langhi",4,133,0.391,0.289,0.613,9.4,3,1.5,0.3,0.3,0.012,"-4.6",-0.8,2061,0.226,0.09,0.263,328,0.405487804878049,"F",0.912021171841971
"218",32,"CHI","A.J. Guyton",3,80,0.377,0.378,0.822,15.6,5.5,1,1.8,0.3,0.01,"-2.9",-0.3,2062,0.25,0.15,0.775,246,0.32520325203252,"G",2.57273177565589
"219",33,"CHI","Jake Voskuhl",9,450,0.487,0.333,0.714,14.3,4,3.4,0.5,11.6,0.087,"-3.8",-3,2063,0.329,0.369,0.756,738,0.609756097560976,"C",1.15444186717931
"220",37,"MIA","Eddie House",11,717,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20,0.077,"0",6.1,2067,0.656,0.081,0.794,902,0.79490022172949,"G",3.40043744704174
"221",38,"HOU","Eduardo Najera",12,619,0.481,0.311,0.671,18.1,4.9,3.7,0.8,24.7,0.106,"-0.9",3,2059,0.721,0.373,0.649,984,0.629065040650406,"F",1.69146780732536
"222",39,"NYK","Lavor Postell",3,61,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,"-5",-0.3,2068,0.197,0.033,0.574,246,0.247967479674797,"G",1.35528828818182
"223",42,"SEA","Olumide Oyedeji",3,93,0.495,0,0.659,6.3,1.4,2.1,0.1,1.2,0.095,"-4.3",-0.3,2071,0.172,0.161,0.323,246,0.378048780487805,"C",0.482850766767717
"224",43,"MIL","Michael Redd",12,629,0.447,0.38,0.838,32,19,3.8,2.1,55.9,0.134,"2.2",21.4,2072,0.921,0.105,1.531,984,0.639227642276423,"G",8.04304854941435
"225",44,"DET","Brian Cardinal",12,456,0.408,0.372,0.861,14.2,4.6,2.3,1,15.4,0.114,"-0.1",3.2,2073,0.647,0.151,0.724,984,0.463414634146341,"F",1.580652478441
"226",45,"SAC","Jabari Smith",4,108,0.413,0.125,0.69,9.8,3,1.6,0.6,1.3,0.058,"-4.3",-0.6,2074,0.343,0.241,0.5,328,0.329268292682927,"C",0.844134762861944
"227",49,"MIL","Jason Hart",9,341,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,0.078,"-1.2",1,2078,0.742,0.1,0.806,738,0.462059620596206,"G",2.54648597226934
"228",50,"UTA","Kaniel Dickens",3,19,0.4,0.333,0.75,4.5,1.2,0.6,0.1,0.1,0.055,"-3",0,2079,0.105,0.105,0.105,246,0.0772357723577236,"F",0.346061982991566
"229",1,"WAS","Kwame Brown",12,607,0.492,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.074,"-2.4",-1.3,2198,0.534,0.619,1.27,984,0.616869918699187,"C",1.89096172925509
"230",2,"LAC","Tyson Chandler",19,1160,0.597,0,0.644,27.3,8.2,9,0.8,102.1,0.155,"0.1",16.9,2199,0.543,1.151,1.428,1558,0.744544287548139,"C",2.52806489382542
"231",3,"ATL","Pau Gasol",18,1226,0.507,0.368,0.753,33.4,17,9.2,3.2,144.1,0.169,"3.6",57.5,2200,0.494,1.583,2.152,1476,0.830623306233062,"C",4.7719150577046
"232",4,"CHI","Eddy Curry",11,527,0.545,1,0.642,24.9,12.9,5.2,0.5,21.7,0.08,"-2.4",-1.3,2201,0.294,0.729,2.228,902,0.584257206208426,"C",2.58757042805023
"233",5,"GSW","Jason Richardson",13,857,0.438,0.37,0.707,34.1,17.1,5,2.7,59.1,0.097,"1.2",23.8,2202,1.161,0.428,1.754,1066,0.803939962476548,"G",7.71466083086215
"234",6,"MEM","Shane Battier",13,977,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,"1.7",28.2,2203,1.011,0.927,0.899,1066,0.916510318949343,"F",3.08334792511604
"235",7,"NJN","Eddie Griffin",5,303,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,"-0.4",2.8,2204,0.347,1.71,0.749,410,0.739024390243902,"C",2.16072579781776
"236",8,"CLE","DeSagana Diop",12,601,0.427,0.167,0.467,14,2,3.7,0.4,12.8,0.073,"-1.9",0.2,2205,0.378,1.048,0.591,984,0.610772357723577,"C",0.919812801702654
"237",9,"DET","Rodney White",4,218,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,"-2.2",-0.1,2206,0.541,0.298,1.307,328,0.664634146341463,"F",2.20518278580242
"238",10,"BOS","Joe Johnson",18,1277,0.441,0.371,0.802,34.6,16,4,3.9,82.9,0.09,"0.4",26.5,2207,0.839,0.204,1.919,1476,0.865176151761518,"G",7.33384386051692
"239",11,"BOS","Kedrick Brown",4,143,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3,0.074,"-1.1",0.4,2208,0.594,0.196,0.448,328,0.435975609756098,"G",1.92314607685594
"240",12,"SEA","Vladimir Radmanovic",12,737,0.415,0.378,0.758,21.9,8,3.8,1.4,26.5,0.079,"-0.1",7.6,2209,0.729,0.357,1.136,984,0.748983739837398,"F",2.65729321578656
"241",13,"HOU","Richard Jefferson",17,1181,0.464,0.376,0.768,29,12.6,4,2,83,0.116,"0.2",19.4,2210,0.666,0.294,1.497,1394,0.847202295552367,"F",4.01306454332728
"242",14,"GSW","Troy Murphy",12,729,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,"0.1",10.6,2211,0.656,0.403,1.215,984,0.740853658536585,"F",3.60570213995615
"243",15,"ORL","Steven Hunter",8,400,0.56,0,0.485,15,4.5,3.2,0.2,10.6,0.085,"-2.3",-0.5,2212,0.122,1.055,0.623,656,0.609756097560976,"C",1.17735222783621
"244",17,"TOR","Michael Bradley",5,173,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2,0.047,"-4",-1,2214,0.145,0.272,0.653,410,0.421951219512195,"F",1.03006513718698
"245",18,"HOU","Jason Collins",13,735,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,"-3.7",-6.5,2215,0.501,0.488,0.823,1066,0.689493433395872,"C",1.27121967312874
"246",19,"POR","Zach Randolph",17,1116,0.471,0.273,0.764,31,16.6,9.1,1.8,81.1,0.112,"0.2",18.8,2216,0.747,0.27,2.052,1394,0.800573888091822,"F",5.14058234551648
"247",20,"CLE","Brendan Haywood",13,816,0.528,0,0.587,22.9,6.8,6,0.5,43.8,0.113,"-1.4",2.9,2217,0.392,1.359,1.043,1066,0.765478424015009,"C",1.93063999732003
"248",23,"HOU","Brandon Armstrong",3,108,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,"-8",-1,2220,0.204,0.037,0.343,246,0.439024390243902,"G",0.981482443814559
"249",25,"SAC","Gerald Wallace",14,832,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,"1.8",23.5,2222,1.442,0.819,1.786,1148,0.724738675958188,"F",3.99802270193447
"250",26,"PHI","Samuel Dalembert",13,886,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,"-1.1",4.6,2223,0.493,1.745,1.435,1066,0.831144465290807,"C",2.25217956081356
"251",27,"MEM","Jamaal Tinsley",11,547,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,"0",7.1,2224,1.419,0.283,2.514,902,0.606430155210643,"G",4.86065055423396
"252",28,"SAS","Tony Parker",18,1254,0.491,0.324,0.751,30.5,15.5,2.7,5.6,111.3,0.14,"1.1",30.1,2225,0.84,0.078,2.285,1476,0.849593495934959,"G",7.23496243981652
"253",30,"CHI","Trenton Hassell",9,644,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,"-2.9",-3.7,2239,0.438,0.422,0.927,738,0.872628726287263,"F",2.25193934547971
"254",31,"GSW","Gilbert Arenas",11,552,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,"2.6",22.3,2240,1.601,0.243,3.159,902,0.611973392461197,"G",9.32183717565922
"255",34,"ATL","Terence Morris",3,139,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1,0.025,"-2.8",-0.4,2242,0.252,0.353,0.583,246,0.565040650406504,"F",1.2362493101744
"256",35,"NJN","Brian Scalabrine",11,520,0.39,0.344,0.783,13,3.1,2,0.8,7.6,0.054,"-2.7",-1.2,2243,0.302,0.233,0.656,902,0.57649667405765,"F",1.13681140329916
"257",36,"CLE","Jeff Trepagnier",3,31,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,"-2.8",-0.1,2244,0.613,0.129,0.806,246,0.126016260162602,"G",1.46139424215904
"258",37,"PHI","Damone Brown",4,39,0.336,0.286,0.667,9,2.8,1.3,0.5,-0.7,-0.1,"-8.6",-0.6,2245,0.128,0.179,0.795,328,0.11890243902439,"G",1.37692851620617
"259",38,"DET","Mehmet Okur",10,634,0.458,0.375,0.797,29.1,13.5,7,1.7,54.7,0.142,"1.1",14.5,2246,0.519,0.715,1.563,820,0.773170731707317,"C",3.41386377464841
"260",40,"SEA","Earl Watson",13,878,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,"-1.4",2.8,2248,0.994,0.2,1.763,1066,0.823639774859287,"G",3.65061311602639
"261",41,"IND","Jamison Brewer",4,54,0.372,0.25,0.393,8.7,1.6,0.9,1,0,-0.001,"-2.4",0,2249,0.352,0.037,0.593,328,0.164634146341463,"G",0.957981214518722
"262",42,"SEA","Bobby Simmons",10,466,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084,"-0.7",3.6,2250,0.85,0.178,1.12,820,0.568292682926829,"F",2.9197517951941
"263",46,"MIN","Loren Woods",6,215,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,"-2.5",-0.3,2254,0.256,0.595,0.642,492,0.436991869918699,"C",0.863480823388781
"264",50,"POR","Ruben Boumtje-Boumtje",3,44,0.368,0,0.556,6.3,1,1.3,0.1,0.2,0.027,"-5.4",-0.2,2257,0.091,0.386,0.318,246,0.178861788617886,"C",0.342425439971168
"265",51,"PHO","Alton Ford",3,73,0.507,0,0.697,7.2,2.5,1.7,0.2,0.8,0.074,"-6.4",-0.6,2228,0.082,0.11,0.507,246,0.296747967479675,"F",0.737204653372395
"266",53,"UTA","Jarron Collins",10,542,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,"-3.1",-2.5,2260,0.255,0.181,0.616,820,0.660975609756098,"C",1.18809658376454
"267",1,"HOU","Yao Ming",8,486,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2,"3.2",20.7,2397,0.389,1.893,2.698,656,0.740853658536585,"C",4.41891151487465
"268",3,"GSW","Mike Dunleavy",15,986,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,"0.3",15.7,2399,0.729,0.329,1.388,1230,0.801626016260163,"G",5.3243950015082
